profileID,respID,qID,altID,obsID,price,brand,keyless,electric,warranty,blockID,label,chosen
46,42,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,42,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,42,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,42,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,42,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,43,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,43,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,43,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,43,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,43,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,43,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,43,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,43,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,43,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,43,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,43,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,43,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,43,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,43,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,43,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,43,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,43,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,43,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,44,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,44,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,44,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,44,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,44,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,44,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,44,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,44,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,44,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,44,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,44,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,44,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,44,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,44,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,44,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,44,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,44,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,44,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,45,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,45,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,45,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,45,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,45,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,45,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,45,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,45,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,45,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,45,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,45,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,45,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,45,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,45,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,45,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,45,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,45,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,45,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,46,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,46,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,46,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,46,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,46,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,46,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,46,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,46,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,46,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,46,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,46,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,46,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,46,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,46,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,46,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,46,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,46,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,46,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,47,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,47,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,47,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,47,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,47,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,47,2,3,2,below 10k,europe,No,No,No,1,F Car,1
30,47,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,47,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,47,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,47,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,47,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,47,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,47,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,47,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,47,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,47,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,47,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,47,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,48,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,48,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,48,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,48,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,48,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,48,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,48,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,48,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,48,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,48,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,48,4,2,4,above 50k,japan,Yes,No,No,1,K Car,1
24,48,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,48,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,48,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,48,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,48,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,48,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,48,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,49,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,49,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,49,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,49,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,49,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,49,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,49,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,49,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,49,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,49,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,49,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,49,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,49,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,49,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,49,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,49,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,49,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,49,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,50,1,1,1,above 50k,japan,No,Yes,No,1,A Car,1
48,50,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,50,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,50,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,50,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,50,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,50,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,50,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,50,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,50,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,50,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,50,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,50,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,50,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,50,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,50,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,50,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,50,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,51,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,51,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,51,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,51,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,51,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,51,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,51,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,51,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,51,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,51,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,51,4,2,4,above 50k,japan,Yes,No,No,1,K Car,1
24,51,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,51,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,1
46,51,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,51,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,51,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,51,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,51,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,52,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,52,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,52,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,52,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,52,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,52,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,52,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,52,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,52,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,52,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,52,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,52,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,52,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,52,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,52,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,52,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,52,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,52,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,53,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,53,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,53,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,53,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,53,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,53,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,53,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,53,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,53,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,53,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,53,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,53,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,53,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,1
46,53,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,53,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,53,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,53,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,53,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,54,1,1,1,above 50k,japan,No,Yes,No,1,A Car,1
48,54,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,54,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,54,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,54,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,54,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,54,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,1
44,54,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,54,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,54,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,54,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,54,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,54,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,1
46,54,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,54,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,54,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,54,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,54,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,55,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,55,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,55,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,55,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,55,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,55,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,55,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,55,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,55,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,55,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,55,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,55,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,55,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,55,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,55,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,55,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,55,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,55,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,56,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,56,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,56,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,56,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,56,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,56,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,56,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,56,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,56,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,56,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,56,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,56,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,56,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,56,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,56,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,56,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,56,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,56,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,57,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,57,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,57,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,57,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,1
45,57,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,57,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,57,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,57,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,57,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,57,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,57,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,57,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,57,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,57,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,57,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,57,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,57,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,57,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,58,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,58,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,58,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,58,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,58,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,58,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,58,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,58,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,58,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,58,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,58,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,58,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,58,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,58,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,58,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,58,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,58,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,58,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,59,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,59,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,59,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,59,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,59,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,59,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,59,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,59,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,59,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,59,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,59,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,59,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,59,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,59,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,59,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,59,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,59,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,1
39,59,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,60,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,60,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,60,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,60,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,60,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,60,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,60,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,60,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,60,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,60,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,1
8,60,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,60,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,0
9,60,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,60,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,60,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,60,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,60,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,60,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,61,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,61,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,61,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,61,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,61,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,61,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,61,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,61,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,61,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,61,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,61,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,61,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,61,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,61,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,61,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,61,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,61,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,61,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,62,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,62,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,0
31,62,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,1
23,62,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,62,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,0
4,62,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,62,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,62,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,0
16,62,3,3,3,below 10k,europe,No,Yes,No,1,I Car,1
37,62,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,62,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,62,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,62,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,62,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,1
29,62,5,3,5,above 50k,europe,No,No,Yes,1,O Car,0
7,62,6,1,6,below 10k,japan,Yes,No,No,1,P Car,1
35,62,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,62,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,0
14,63,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,63,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
31,63,1,3,1,below 10k,japan,Yes,No,Yes,1,C Car,0
23,63,2,1,2,above 50k,europe,Yes,Yes,No,1,D Car,0
45,63,2,2,2,10k - 50k,japan,Yes,Yes,Yes,1,E Car,1
4,63,2,3,2,below 10k,europe,No,No,No,1,F Car,0
30,63,3,1,3,10k - 50k,europe,No,No,Yes,1,G Car,0
44,63,3,2,3,above 50k,japan,Yes,Yes,Yes,1,H Car,1
16,63,3,3,3,below 10k,europe,No,Yes,No,1,I Car,0
37,63,4,1,4,below 10k,japan,No,Yes,Yes,1,J Car,0
8,63,4,2,4,above 50k,japan,Yes,No,No,1,K Car,0
24,63,4,3,4,10k - 50k,europe,Yes,Yes,No,1,L Car,1
9,63,5,1,5,10k - 50k,japan,Yes,No,No,1,M Car,0
46,63,5,2,5,below 10k,europe,Yes,Yes,Yes,1,N Car,0
29,63,5,3,5,above 50k,europe,No,No,Yes,1,O Car,1
7,63,6,1,6,below 10k,japan,Yes,No,No,1,P Car,0
35,63,6,2,6,above 50k,europe,Yes,No,Yes,1,Q Car,0
39,63,6,3,6,10k - 50k,japan,No,Yes,Yes,1,R Car,1
14,64,1,1,1,above 50k,japan,No,Yes,No,1,A Car,0
48,64,1,2,1,10k - 50k,europe,Yes,Yes,Yes,1,B Car,1
